Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code
Neutral,Neutral or Mixed Feelings,T,"Gambling is an addictive activity (addicts are defined as having a mental health/medical disability under the Ontario, Canadian and Municipal Human Rights Code) that would be perpetuated by allowing a local casino. There isn't enough space to accomodate a casino in the City of Toronto without it costing tax payers millions of dollars. Revenue from casinos is a dated idea. I would like to see the City get more creative with revenue generation suggestions.",Prefer not to disclose,Prefer not to disclose,m4t
Neutral,Neutral or Mixed Feelings,F,A casino would bring in much needed revenue. However it could have a negative effect on Toronto's social fabric. ,,,
Neutral,Neutral or Mixed Feelings,F,I am a very very occasional casino player Members of my family enjoy going to the casino and would like there to be a City of Toronto venue. ,65 or older,Female,M6H
Neutral,Neutral or Mixed Feelings,F,"People are going to gamble one way or another, so I imagine there are good and bad ways to facilitate this activity. I like the idea of a new revenue source for the City (especially dedicated to something like transit), but $50-$100M/year won't cut it. Casinos are fun, but also sad.",25-34,Male,M6G
Neutral,Neutral or Mixed Feelings,F,"It feels opportunistic, versus civic. It does not improve the image of Toronto versus other large cities. ",Prefer not to disclose,Prefer not to disclose,M5R
Neutral,Neutral or Mixed Feelings,F,Would be nice to have another entertainment venue. Worried about problem gamblers. ,25-34,Female,m4g
Neutral,Neutral or Mixed Feelings,F,I don't like gambling as a solution to economic problems in society.  ,65 or older,Female,L7N
Neutral,Neutral or Mixed Feelings,F,  ,35-44,Male,M4C
Neutral,Neutral or Mixed Feelings,T,their is already a casino in Toronto  ,15-24,Female,l4t
Neutral,Neutral or Mixed Feelings,F,crime gambling addictions enhancement of Toronto tourism & bringing 'lively' atmosphere to city,25-34,Male,
Neutral,Neutral or Mixed Feelings,F,Good revenue potential for the city Concerns about the possible location The effects of gambling on some people,45-54,Female,M2K
Neutral,Neutral or Mixed Feelings,F,It depends on the financial implications to Toronto. Reports have been unclear as to whether or not it will have an impact. I support a world class facility that includes a casino. ,35-44,Female,M2N
Neutral,Neutral or Mixed Feelings,T,"Alcohol 24/7 within the city, after party people can go to the casino. Many MORE Police to control For players much closer. Driving all chaos. Putting on youth people a temptation to start gaming because is near",35-44,Female,M2L
Neutral,Neutral or Mixed Feelings,F,Not sure if it's a revenue benefits outways the cost of  ,,,
Neutral,Neutral or Mixed Feelings,F,It would be great entertainment value but I'm concerned that it aids to the addiction of gamblers.  ,55-64,Female,L1V
Neutral,Neutral or Mixed Feelings,F,We potentailly have the best location east of Highway427 called WoodbineRace Track where with massive acrege and this is being overlooked as a site.  ,45-54,Male,M6N
Neutral,Neutral or Mixed Feelings,F,addiction issues for some people parking...need a large area congestion on the hiways,45-54,Female,m1e
Neutral,Neutral or Mixed Feelings,F,"Infrastructure, lack thereof on Front st  ",,,
Neutral,Neutral or Mixed Feelings,F,"I want to know where the funds are coming from to build it and what the profits will be used for? Where will it be built? Will it be run like a Vegas casino, ie will someone like Ceasars's be running it?  If not, I don't think it will work - we saw it in Windsor.",55-64,Female,M9P
Neutral,Neutral or Mixed Feelings,F,"Infrastructure, lack thereof on Front st  ",65 or older,Female,M5v
Neutral,Neutral or Mixed Feelings,F,Could be good for the city's economy Could be bad for social issues Could really add to an already congested downtown,55-64,Male,M5J
Neutral,Neutral or Mixed Feelings,F,Revenue to small business Province gets most money and doesn't benefit Toronto Degenerates,,,
Neutral,Neutral or Mixed Feelings,F,"I am not a gambler and unlikely to be a casino patron However, there are others who would be, and a casino would provide an outlet for their interest ",45-54,Female,M6P
Neutral,Neutral or Mixed Feelings,F,Impacts to neighbouring communities unknown Traffic congestion impacts unknown Economic benefits unknown,,,
Neutral,Neutral or Mixed Feelings,F,Not sure if economic benefits outweigh social disadvantages of addiction Worried it will cause the decline and closure of Woodbine racetrack Don't want it in a residential area,35-44,Female,M4M
Neutral,Neutral or Mixed Feelings,F,Depends on where this new casino is situated  ,,,
Neutral,Neutral or Mixed Feelings,F,We have enough casinos in the area  ,45-54,Female,l5h
Neutral,Neutral or Mixed Feelings,F,Unsure about problem gambling mitigation and prevention Unclear picture of how much revenue City would draw from the casino Uncomfortable about how a monolithic entity (a casino) would be integrated into the urban design of the city,25-34,Male,
Neutral,Neutral or Mixed Feelings,F,financial benefits for city good may not be a desirable land use depending on where goes ,,,
Neutral,Neutral or Mixed Feelings,F,"I would support a casino if it was part of the Woodbine redevelopment scheme. I've heard very little about Woodbine as a favoured location which puzzels me as it makes the most sense for a number of reasons mainly existing  gambling infrstructure, land for expansion and accessibilty. Most importantly it would benifit the horse racing industry. If this project is a go I would want to see both the capital development and operating plans include supportive opportunities for local unemployed youth I do question  the degree of economic spin off acieved by casinos",65 or older,Male,M6H
Neutral,Neutral or Mixed Feelings,F,"I don't consider casinos to be either a cultural, esthetic or economic boon for the city. As the population hub of the province it is odd not to have a casino here when they are everywhere else. It is legal and Torontonians will gamble anyway.",45-54,Female,M4L
Neutral,Neutral or Mixed Feelings,F,Casinos could bring added tourism and revenue for the city Casinos have devalued residential property values in adjacent neighbourhoods -- see Atlantic City in New Jersey A casino is only good for Toronto if it is built in the right place,25-34,Male,M6J
Neutral,Neutral or Mixed Feelings,F,The entertainment opportunities such as concerts sounds appealing. Gambling can become an addiction and it can especially affect the elderly. ,35-44,Male,m5a
Neutral,Neutral or Mixed Feelings,F,"increased traffic maybe more crime don't want it in Scarborough, where I live",65 or older,Male,M1G
Neutral,Neutral or Mixed Feelings,F,"Worried about the negative effects that gambling can have on the population, particularly in regards to addiction. Excessive gambling can ruin families and people's lives Creates new jobs Creates revenue for the city",25-34,Female,M5P
Neutral,Neutral or Mixed Feelings,F,"Casino could be a good source of revenue for the City Casino's generally have negative impacts on surrounding businesses, residential properties in the area Easy access to casinos can negatively affect individuals prone to gambling habits",55-64,Male,m4j
Neutral,Neutral or Mixed Feelings,F,depends of location depends where money comes from ,35-44,Female,
Neutral,Neutral or Mixed Feelings,F,"Development in the city is usually a good thing but can the existing infrastructure support a large scale casino development Casinio's can lead to social consequences The city needs to explore the potential revenue and employment that a casino development could bring, but that examination needs to be balanced",25-34,Male,M5R
Neutral,Neutral or Mixed Feelings,F,"I have no idea how I feel about a Casino in Toronto.  All I know is the few times I've set foot in a casino pretty much consisted of me having 10 or 20 bucks and having it be gone at the end of the night. If you put an awesome restaurant that's inexpensive in there though, I'd probably eat there. ",25-34,Female,M4J
Neutral,Neutral or Mixed Feelings,F,downtown is not the right location for a large casino against increased traffic and large car parks if revenues to the city can be guaranteed this might be a positive,35-44,Male,m4c
Neutral,Neutral or Mixed Feelings,F,"We have to have program in place to help people with gambling problem If we put in a place where traffic is already bad, it will cause more problems The revenue that is generated will go to general revenue, and be wasted with social programs that we don't need.",35-44,Male,M5G
Neutral,Neutral or Mixed Feelings,F,People gamle too much and we don't wany to make it easier  ,65 or older,Female,M4S
Neutral,Neutral or Mixed Feelings,F,Revenue generation is a plus Social impact is a minus ,35-44,Male,M4Y
Neutral,Neutral or Mixed Feelings,F,  ,25-34,Male,M5A
Neutral,Neutral or Mixed Feelings,F,"Depending upon where the casino will be located and how the revenue would be used, my feelings could change. If we are to have a casino, I would like it to be located in downtown Toronto.  ",55-64,Female,M1W
Neutral,Neutral or Mixed Feelings,F,jobs tourism gambling addiction,45-54,Male,m4l
Neutral,Neutral or Mixed Feelings,F,"Im very passionate that we don't put a casino in Toronto,while killing the one @Woodbine & other small ones at the race tracks. Sure there will be jobs but, we just put many Tax paying people out of work( 40,000) by putting the race tracks out of bussiness. Keep the small casino in Woodbine & then put a big one in Toronto somewhere.",65 or older,Male,M1K
Neutral,Neutral or Mixed Feelings,F,"Casino revenues can be well used for City infrastructure improvements Location is important, we have enough traffic problems downtown already Social implications of gambling addiction are troubling",55-64,Male,M6J
Neutral,Neutral or Mixed Feelings,F,I don't think a casino will be either a magic bullet for th City's finances nor would cause social ruin.  ,45-54,Male,M6G
Neutral,Neutral or Mixed Feelings,F,"A blackhole that won't benefit the City or its residents much Financial benefits for the City are not likely to be very significant.  Most money goes to province Generally don't care how fools waste their money,but gambling can create problems",35-44,Male,M4J
Neutral,Neutral or Mixed Feelings,F,"While I like the idea of a $50-$100 million annual hosting fee, I struggle with the idea of having such an entertainment complex in the areas that are being considered. I would like the City to release statistics from other large cities in North America/Europe that have experimented with allowing a casino in their downtown. Why not the Woodbine site?  It is already accepted for the uses proposed.  Would create the least opposition.  Might serve as a good compromise",25-34,Male,M1J
Neutral,Neutral or Mixed Feelings,F,"I'm Mixed b/c Concerned about impact on those that live nearby the location. I'm Mixed b/c Seen negative impacts of casinos in other cities - hollows out the tourism and business and cultural industry I'm Mixed but leaning In Favour.  I believe there are big economic and fiscal benefits, but we need more benefits to make this worth our while and it needs to be done right.  It needs to have cultural, retail, restaurant, family-oriented attractions.  MOST OF ALL, our transportation and ttc (gardiner, ttc) networks need to be fixed as part of this.  If you do that fix, then I'm 100% intensely in favour!!!!",35-44,Male,M6S
Neutral,Neutral or Mixed Feelings,F,"a casino would only be beneficial to the city if the recurring revenue was over $50 million per year, every year I'm a property owner downtown and do not want my residential neighbourhood to be congested with an entertainment complex there are enough entertainment options in the downtown core.",25-34,Female,M5A
Neutral,Neutral or Mixed Feelings,F,"We could use profits generated from the casino for the TTC Unlike how we usually deal with developers, this time we should actually have a backbone and extract strong concessions for the city from the developers I see no reason to tell people who want to gamble that they can't gamble.",25-34,Male,M8X
Neutral,Neutral or Mixed Feelings,T,"The Location is an important factor. If its located in downtown Toronto, I would strongly oppose. Traffic in downtown Toronto is insane during all times of the day and if a casino is situtated in an area that is already congested all the time it is riduclous.  ",25-34,Female,m4m
Neutral,Neutral or Mixed Feelings,F,Pro: money in Con: social problem potential ,,,
Neutral,Neutral or Mixed Feelings,F,"Without proper consultation and full exact opinion on all sides of the issue, how can cities form  ",,,
Neutral,Neutral or Mixed Feelings,F,Don't want social problems that come along with a casino Might be exciting to go to once in a while Depends on the location,35-44,Male,M4J
Neutral,Neutral or Mixed Feelings,F,Worried about social impacts Encouraged by potential economic benefits Possible financial gain for municipal government and province,15-24,Male,M6S
Neutral,Neutral or Mixed Feelings,T,traffic congeston not very accesible i live outside the city,45-54,Male,2g4
Neutral,Neutral or Mixed Feelings,F,"depends on location has the potential to be a great thing if done ""right"" but also the potential to be a disaster - ie. transportation, noise, etc. ",35-44,Female,m5a
Neutral,Neutral or Mixed Feelings,F,I am concerned that a casino may generate more crime within the city. I am concerned that a casino may exacerbate mental health problems as it pertains to gambling. A new casino can generate more revenue for the city and encourage Toronto as a tourist destination.,25-34,Prefer not to disclose,M2N
Neutral,Neutral or Mixed Feelings,F,"I want to make sure there are clearly spelled out benefits to the city if a casino comes. Especially, I want to make sure that the casino jobs are union, full time jobs. ",35-44,Female,M6H
Neutral,Neutral or Mixed Feelings,F,good for economy; possibly bad for crime or seediness in whatever neighbourhood the casino is built.  ,45-54,Female,
Neutral,Neutral or Mixed Feelings,F,Like the idea - but worried about the consequences for the poor.  ,65 or older,Male,M5B
Neutral,Neutral or Mixed Feelings,F,"Depends on where the casino is located - Woodbine is ok while downtown is not favoured. Depends on how the revenue is recycled back to the community - Canadian business is ok, American-run casino is not. Depends on if this will affect the local traffic and crime rate - Woodbine has had a solid record, downtown is unknown.",55-64,Male,M1X
Neutral,Neutral or Mixed Feelings,F,"A desire for economic growth in Toronto's tourism A belief that what while it might not be truley harmful, it won't be beneficial to Toronto's social fabric ",25-34,Male,M6S
Neutral,Neutral or Mixed Feelings,F,"Good - creates employment Bad - plan to have the casino managed by non-Canadian private corporation. Income is taken away from Torontonians Bad - based on own experience, casino slots are getting ""tighter"" these days. Economic hardship follows for players.",45-54,Female,M1B
Neutral,Neutral or Mixed Feelings,T,Mixed between the jobs it creates and the suffering it creates Do not like the poposed location ,55-64,Male,M4W
Neutral,Neutral or Mixed Feelings,F,I do not believe that the full true costs of establishing and maintaning a casino will be captured or given fair credence in the decision making process.  ,55-64,Male,m6s
Neutral,Neutral or Mixed Feelings,F,"As a service provider, I know that there are a lot of issues and risks  ",45-54,Female,M3B
Neutral,Neutral or Mixed Feelings,F,good for the economy iof located properly (not in downtown). bad for social concerns  ,45-54,Male,M4W
Neutral,Neutral or Mixed Feelings,F,"Locations - if they are in the wrong location, e.g. downtown or docks, then I am against having a casino Also, I don't gamble but I am worried what a Toronto Casino would lead to: problem gambling. soliciting drugs and other seedy characters and criminal activity I am for job creation; however, as long as everybody works under the labour laws and not work in the criminal world - e.g., by illegal means. Keep politics out of it and use logic in the building of the casino",45-54,Female,M5T
Neutral,Neutral or Mixed Feelings,F,"I think a full casino should go into Woodbine Racetrack, but nowhere else in Toronto  ",45-54,Male,M9W
Neutral,Neutral or Mixed Feelings,F,The revenue from such a project would be nice There are far far far better things to develop in the downtown core ,25-34,Male,m6j
Neutral,Neutral or Mixed Feelings,F,"Worried that crime will go up in the neighbourhood and/or attract undesirable individuals Interested in the potential attraction that it might bring to the downtown core, as well as generation of jobs and money for the city Worried that it will feed the gambling addictions of some of our citizens",25-34,Female,M6N
Neutral,Neutral or Mixed Feelings,F,  ,45-54,Male,M4L
Neutral,Neutral or Mixed Feelings,F,  ,45-54,Female,
Neutral,Neutral or Mixed Feelings,F,I agree with Health Dept: there will be problem gambling and big consequences  ,65 or older,Female,M8W
Neutral,Neutral or Mixed Feelings,F,"Politicians are involved and no good can ever come of that... Skydome...407...Subway.. Lobbys are out for themselves and will say anything to ""sell"" you on the idea. What are you going to do if they lied to you? Why are you trying to fix something that already works????? The Woodbine facility already provides jobs and could generate many more.",Prefer not to disclose,Prefer not to disclose,M9B
Neutral,Neutral or Mixed Feelings,F,No funds for low income and people in need. How will the income be used . Safe guards for people with gaming problems and,55-64,Male,M1G
Neutral,Neutral or Mixed Feelings,F,Not clear that fiscal benefit outweighs social costs  ,,,
Neutral,Neutral or Mixed Feelings,F,"Balancing the social cost against jobs. Profitable for the city, key word being profitable. It need to really generate income in order to give back to the community. Not a gambler, but I know a lot of people are, and thus will travel elsewhere to spend their money.",45-54,Male,M4A
Neutral,Neutral or Mixed Feelings,F,Good for job market and tourism encourages problem gambling and all the associated issues ,45-54,Female,M1J
Neutral,Neutral or Mixed Feelings,T,possibility of corruption even though this will bring revenue into the city it will be detrimental to people with gambling addictions increased congestion on roadways,55-64,Female,M9R
Neutral,Neutral or Mixed Feelings,F,"A casino can attract alot of money for the city from tourism The OLG could take profits and reinvest in Toronto Casinos can attract the ""wrong"" kind of people and raise crime, drugs and violence in this city",25-34,Male,M4P
Neutral,Neutral or Mixed Feelings,F,"I feel strongly, no casino downtown Toronto  (big infrastructure & parking problems) or the Portlands (will spoil Toronto Waterfront plans which are excellent for mixed communities. Exhibition Place could be OK with very very careful planning. I am not against or for a casino in Toronto but strongly against it being downtown Toronto - suburbs OK. more space for parking, etc.",65 or older,Female,M4K
Neutral,Neutral or Mixed Feelings,F,Uncomfortable with gambling But recognize the economic benefits And recognize a casino will have to go somewhere,25-34,Male,M5V
Neutral,Neutral or Mixed Feelings,F,Concern about creating an economic dead zone around the casino Concern about tainting a family area with is what will turn out to be a strcitly adult venue (Exhibition area) Hoping for an integrated complex,45-54,Male,M6E
Neutral,Neutral or Mixed Feelings,T,No No No,55-64,Female,1n5
Neutral,Neutral or Mixed Feelings,F,Negative social impact to addiction to gambling Positive impact on the financial- additional jobs and revenues for the city Could have a negative impact on the surrounding businesses,55-64,Male,M5B
Neutral,Neutral or Mixed Feelings,F,Woodbine already works as a location for safe and responsible gaming OLG and Ontario Government have put jobs and towns in jeopardy with cancellation of racetrack slots program. Slots program brought in millions in revenue sharing taxes with government.What is motive of OLG's modernization of gaming??,45-54,Male,M9P
Neutral,Neutral or Mixed Feelings,F,areas around casinos become rundown  ,55-64,Male,l9w
Neutral,Neutral or Mixed Feelings,F,"On the one hand, it will create more jobs and revenue for the city; on the other hand, it may also lead to an increase in crime rates and need and use concurrent disorder/addiction/gambling social services straining budgets that are already being strained  ",,,
Neutral,Neutral or Mixed Feelings,F,"I am not a gambler but better to have it out in public and controllable rather than hidden Support re-use of Ontario Place which otherwise is wasted (and should not become private property). If anyone is to make a profit from gambling, it is preferable that it be put to good public use than in private pockets.",65 or older,Female,M4T
Neutral,Neutral or Mixed Feelings,F,I think casinos present social ills for which there are not ample or excellent solutions We could use the money from those suckers ,65 or older,Male,M4Y
Neutral,Neutral or Mixed Feelings,F,Already have Woodbine Raceway - build the casino there.  ,35-44,Male,M6S
Neutral,Neutral or Mixed Feelings,F,Don't gamble Occasionally attend shows and attractions at Rama Negative impacts outweigh postive ones,45-54,Female,L7K
Neutral,Neutral or Mixed Feelings,F,Casino can increase revenue to teh city bit it is worrisome that more poepl will go gambling becasue it is convenient  ,65 or older,Male,M1S
Neutral,Neutral or Mixed Feelings,F,CAMH Domestic Violence Elder Abuse,35-44,Male,M2M
Neutral,Neutral or Mixed Feelings,F,Revenue Employment Crime,25-34,Male,M2N
Neutral,Neutral or Mixed Feelings,F,"Its location, location, location is key.  ",35-44,Female,
Neutral,Neutral or Mixed Feelings,F,"Do not feel that it should be downtown Would like to see it at Downsview Park, it is served by public transit, close to highway, plenty of parking ",65 or older,Male,M2H
Neutral,Neutral or Mixed Feelings,F,Economic impact Social impact Impact on traffic,35-44,Male,M6H
Neutral,Neutral or Mixed Feelings,F,Ontario place or The Ex dont seem like places were a casino should be. Were the woodbine racetrack is would be good since theres is already gambling there. ,15-24,Male,m9r
Neutral,Neutral or Mixed Feelings,F,Toronto is crowded enough but people do need jobs  ,35-44,Female,L5B
Neutral,Neutral or Mixed Feelings,F,I am concerned for people with gambling addictions I recognize the opportunity for the City to make some much needed revenue but I am concerned with the ease for people to gamble money they don't have ,35-44,Female,M5M
Neutral,Neutral or Mixed Feelings,F,Economic benefits positive Social impacts potentially negative Cost of partial completion,45-54,Male,
Neutral,Neutral or Mixed Feelings,T,Not sure how a casino will benefit the people - it will not  ,65 or older,Female,M9B
Neutral,Neutral or Mixed Feelings,F,  ,,Male,
Neutral,Neutral or Mixed Feelings,F,"I'm concerned that the casino will pull revenues from existing businesses, esp. from a C1 location. I'm concerned that the casino will detract other options for C1 locations, such as new cultural venues, tourist attractions, etc. I'm concerned about the public health issues of increased opportunities for gambling.",35-44,Male,M9A
Neutral,Neutral or Mixed Feelings,F,"I don't want the Casino downtown as it will only increase the traffic congestion and use it valuable land that could be used for residential needs I would not object to the Casino being built near the Woodbine Racetrack, that way gamblers could have it all in one area ",35-44,Male,M6R
Neutral,Neutral or Mixed Feelings,T,bring in money to the city  ,55-64,Female,m9w
Neutral,Neutral or Mixed Feelings,F,"I,m not sure what form he casino would take. I'm not sure where it would be. Gambling is always somewhat problematic.",35-44,Female,M6p
Neutral,Neutral or Mixed Feelings,F,No Information on Transportation to and from proposed sites Not enough information on the true cost of creating a casino and ongoing costs How have the constituents been involved in the planning - does their voice count????,65 or older,Female,M5R
Neutral,Neutral or Mixed Feelings,F,Already enough gambling available  ,45-54,Male,l4e
Neutral,Neutral or Mixed Feelings,F,"If it could pay for the ttc transit plan then absolutely I don't think it would make Toronto less respected. Lots of cities have casinos. I could have a really good result, or a really negative one, depending on it's design and location.",15-24,Female,M5M
Neutral,Neutral or Mixed Feelings,F,I enjoy going to the Woodbine racetrack as it's close to home. I would not travel downtown as often ,35-44,Female,M9B
Neutral,Neutral or Mixed Feelings,F,existing racetracks will lose business u.s. interests will run casino ,65 or older,Male,L3T
Neutral,Neutral or Mixed Feelings,F,create more job for people around areas  ,45-54,Male,m6l
Neutral,Neutral or Mixed Feelings,F,"I feel woodbine center is close enought to the city and don't need another. It's just a cash grab by the city, which wouldn't reduce taxes to benefit all. jobs to be generated would be short term event.",55-64,Male,m6e
Neutral,Neutral or Mixed Feelings,F,"The positive side: adds an extra element to the entertainment industry, an extra for tourists as well. The negative side: helps to reinforce gambling addictions and overall benefit to the economy of the City questionable. Generally neutral as pros and cons make the introduction of a casino potentially ineffectual.",15-24,Male,M1K
Neutral,Neutral or Mixed Feelings,F,"Killing the slots at racetrack program Putting 60,000 plus people out of work Thousands of horses euthenized",45-54,Female,m8y
Neutral,Neutral or Mixed Feelings,F,I work at Woodbine and want it to be successful with a casino bid to support the horse racing program. Putting a casino downtown as well may hurt revenues to a degree at Woodbine ,35-44,Male,M9W
Neutral,Neutral or Mixed Feelings,F,It needs to at Woodbine  ,55-64,Female,M9W
Neutral,Neutral or Mixed Feelings,F,"There are to many casinos and they are canniballizing all entertainment facilities Very few if any people want the casino near their neighbourhood We have great gambling facilities in or near Toronto already; Woodbine, Rama etc.",55-64,Male,L7B
Neutral,Neutral or Mixed Feelings,F,  ,25-34,Female,L3T
Neutral,Neutral or Mixed Feelings,F,I want Toronto to generate money from a casino but I do not want it to cause social issues and ruin a neighbourhood. I sometimes find casinos to be tacky and depressing and I don't want something of that sort in the city. ,25-34,Female,M6H
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,jobs are good......but gamb ling addiction is a serious problem I would not be attracted personally,65 or older,Female,M4E
Neutral,Neutral or Mixed Feelings,F,I have mixed feelings on what the Mayor is doing to our city; if we are going to have to pay more taxes it should be for the rich and lower income people  ,65 or older,Male,
Neutral,Neutral or Mixed Feelings,F,I like playing poker I have scene the devastation a casino has caused on the downtown communities of Thunder bay and Niagra Falls ,25-34,Male,m6h
Neutral,Neutral or Mixed Feelings,F,Not enough revenue going to city of Toronto only 50-100 million out of $1 billion Potential to create major strong downtown core especially with crumbling gardiner Should have not been sited for the PortLands.,25-34,Male,M3H
Neutral,Neutral or Mixed Feelings,F,Neutral  ,55-64,Female,M9W
Neutral,Neutral or Mixed Feelings,F,"Casino will bring more business and revenueto the City, but can create also problems and the location has to be very carefully choosen  ",35-44,Female,M5J
Neutral,Neutral or Mixed Feelings,F,I do not participate in casino gambling I'm aware that other people enjoy the casino experience I am concerned about harmful effects on the community from close proximity to a casino,55-64,Male,M1L
Neutral,Neutral or Mixed Feelings,F,only  in  favor if built  near steeles in  E  TO. build in N.E  tor. free parking,35-44,Prefer not to disclose,m5
Neutral,Neutral or Mixed Feelings,F,"I'm not in favour of gambling in general, but since other forms of gambling are legal, ie. lottery tickets & horse racing, I don't see why opening a casino is any different.  ",35-44,Female,m6m
Neutral,Neutral or Mixed Feelings,F,Will Bring Tourist to the City Will Create Jobs Improve the image of the City,55-64,Female,
Neutral,Neutral or Mixed Feelings,F,I like casinos and I can go by tranbsit and not travel 60 miles to get to one  ,65 or older,Female,m4l
Neutral,Neutral or Mixed Feelings,F,Traffic congestion if casino is located downtown We already have 3 casinos Niagara (2) and Rama & Slots at Woodbine. Why oversaturate the market Crime seems to follow casino devlopment.,65 or older,Female,M6S
Neutral,Neutral or Mixed Feelings,F,good and bad to have a new casino  ,25-34,Male,L3P
Neutral,Neutral or Mixed Feelings,F,"Casinos can take stand-alone / isolated (ie Casino Rama) or integrated into the urban fabric Q1a is a loaded question.  The same as asking ""How do you feel about a walmart or garbage Incinerator"" ",,,
Neutral,Neutral or Mixed Feelings,F,Money in the economy Job creation ,35-44,Female,M1E
Neutral,Neutral or Mixed Feelings,F,see below  ,65 or older,Male,M1E
Neutral,Neutral or Mixed Feelings,F,"I like the idea of new jobs, new opportunities, new revenues for the city I don't like what a casino may bring to that area - crime, wagering addictions, etc. Toronto's image",45-54,Male,M5M
Neutral,Neutral or Mixed Feelings,F,downtown would be bad idea outskirts of the city a good idea ,45-54,Male,m9a
Neutral,Neutral or Mixed Feelings,F,"Casino could be good for the city with increased revenues and jobs A casino in Toronto will draw more people to the city, but TRANSIT and other city services will not keep pace with the influx ( A casino may draw revenue and jobs away from local, Toronto-grown businesses",25-34,Male,M5R
Neutral,Neutral or Mixed Feelings,F,The casino may block pedestrian flows and connections Casino has potential to increase employment opportunities Increasing gambling availability to problem gamblers,25-34,Male,M1P
Neutral,Neutral or Mixed Feelings,F,"I hear both sides of the debate., and am undecided.  ",65 or older,Female,M4l
Neutral,Neutral or Mixed Feelings,F,Location in relation to driving congestion  ,15-24,Female,M5A
Neutral,Neutral or Mixed Feelings,F,  ,55-64,Female,M4w
Neutral,Neutral or Mixed Feelings,F,  ,45-54,Male,
Neutral,Neutral or Mixed Feelings,T,"I am strongly opposed to a downtown or waterfront location. I am somewhat in favour of putting it in an adjacent municipality, if a casino is inevitable. I am somewhat opposed because I won't use it.",65 or older,Female,M4G
Neutral,Neutral or Mixed Feelings,F,I can appreciate the POTENTIAL revenue that this might bring to the city I worry about creating an urban wasteland with inadequate infrastructure and poor planning ,25-34,Male,M5V
Neutral,Neutral or Mixed Feelings,F,Could be cool Likely wouldn't go at this point in time I need to do more research about the pros and cons,15-24,Female,L1J
Neutral,Neutral or Mixed Feelings,F,I think there needs to be much greater infrastructure developed for traffic downtown. I don't want it in heart of downtown. I don't believe it develops culture only helps bring in revenue but furthers all types of addiction.,45-54,Male,M5R
Neutral,Neutral or Mixed Feelings,F,don't want to encourage gambling and the problems of gambling people gamble regardless TO could use the revenues,45-54,Male,M1B
Neutral,Neutral or Mixed Feelings,F,We need jobs and revenue in the City Social issues related to casino in Toronto City should get the best deal if the casino proceeds,55-64,Male,M5S
Neutral,Neutral or Mixed Feelings,F,"There are both pros and cons of having a casino (both C1 and C2) Unless we can close ALL gambling facilities in America, Toronto casino should still be an option If a casino is to be built in Toronto, Woodbine at C2 should be considered",45-54,,M1X
Neutral,Neutral or Mixed Feelings,F,  ,25-34,Prefer not to disclose,L6T
Neutral,Neutral or Mixed Feelings,F,The location is the most important aspect for me I'm concerned it will be too close to an already congested area and I definately don't want to see it in the Portlands ,45-54,Female,M4E
Neutral,Neutral or Mixed Feelings,F,I don't go to Casinos and I figure it'd probably be better if we didn't have one.  ,25-34,Male,m4l
Neutral,Neutral or Mixed Feelings,F,New Jobs Increased traffic Ease of access for addicted individuals,25-34,Male,M2J
Neutral,Neutral or Mixed Feelings,F,Traffic congestion Revenue potential Perils of gambling,25-34,Male,m5v
Neutral,Neutral or Mixed Feelings,F,worried about location worried about increased crime / poverty worried about revenue going to projects other than transit.,25-34,Male,M5V
Neutral,Neutral or Mixed Feelings,T,"The traffic associated with a casino (buses & cars) would make driving downtown totally impossible If casino was incorporated into existing facilty at Woodbine, then I would be completely in favour of it. Higher level of bus traffic would cause major damage to sewer and water pipes, that are all beyond their optimum life cycle.",55-64,Female,
Neutral,Neutral or Mixed Feelings,F,Issues around gambling additctions. Increase in crime ,45-54,Female,M1N
Neutral,Neutral or Mixed Feelings,F,"I think that if it was strategically placed, it could improve an area. For example, there isn't a lot of activity around the Convention Centre after hours. If it is placed in an already-functioning/improving neighbourhood, it will take the energy out of surrounding businesses, so, again, it needs to be stratgically located. ",Prefer not to disclose,Prefer not to disclose,M4L
Neutral,Neutral or Mixed Feelings,F,Casinos cather to a fixed size audience that is not committed to a location - once the gloss wears off will we have a white elephant  ,55-64,Male,M5R
Neutral,Neutral or Mixed Feelings,F,"Benefits of money and tourism Fear it will be an eye sore location (if by the water it better be nice and 'green'), and traffic",25-34,Female,M6J
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,"I know the business benefits of having a casino in the city, which can be positive for tourism, etc. The sort of crowds an behaviour that come along with casinos are a concern to me. ",15-24,Female,M8V
Neutral,Neutral or Mixed Feelings,F,"If we don't put it in Toronto, it'll just end up in York or Durham region, and we'll get stuck with social costs Minor amounts of cash given to transit and infrastrucutre development ",25-34,Male,M6K
Neutral,Neutral or Mixed Feelings,F,Costs versus benefits not clear Depends on location ,65 or older,Male,M5A
Neutral,Neutral or Mixed Feelings,F,Revenue Preying on people Other ill effects of bringing gambling into the city,25-34,Male,M4s
Neutral,Neutral or Mixed Feelings,F,Casino would be exciting and lend new tourism dollars Casino would probably encourage gambling addiction among Toronto populations No credible location for casino has been proposed as yet,,,
