Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code 
Favour,Strongly in Favour,F,Increase in tax revenue for Toronto and Ontario. Increase in employment. Increase in tourists to the city.,55-64,Female,M4C
Favour,Strongly in Favour,F,I want the money to stay in the city for infrastructure/improvements people who live in toronto should not have to drive 2 hours away to gamble put towards city debt,,,
Favour,Strongly in Favour,F,"Greatly  Needed ( See 2 and 3 ) World Class City NO Real Casino !!!!!!!!!!!!!!!!!  (See 3 ) This is Not 1700 era.., British Rules  (See 1 and 2 )",,,
Favour,Strongly in Favour,F,"Toronto is about time you grow up, Most of uropian cities have Casinos ",,,
Favour,Strongly in Favour,F,  ,45-54,Female,m4v
Favour,Strongly in Favour,F,Attraction to the area for tourism to create and increase local revenue job creation Depending on revenue sharing it could increase local revenue for infrastucture..etc,,,
Favour,Somewhat in Favour,F,Taxes Tourism ,45-54,Male,M5V
Favour,Strongly in Favour,F,Tourism will increase Employment opportunity Toronto wee be more well known globally,55-64,Male,m5j
Favour,Somewhat in Favour,F,"I have been in many casinos in cities around the world. They are good fun. It will generate revenue, much needed ",65 or older,Female,m5r
Favour,Strongly in Favour,F,Bring in revenue for the City Less pressure on my property tax rate. ,65 or older,Male,M5N
Favour,Somewhat in Favour,F,Increased commerce Increased jobs Increased tourism,25-34,Male,M9A
Favour,Somewhat in Favour,F,Good for the city  ,15-24,Male,M4Y
Favour,Strongly in Favour,F,  ,15-24,Male,m4h
Favour,Somewhat in Favour,F,If it is done properly and can add jobs I am okay. If it is in the right location and does not destroy neighbourhoods I am okay. ,,,
Favour,Somewhat in Favour,F,"Will make for more congestion in the downtown core. Already burdened with the homeless asking for money, add gambling and ????? A casino resort will attract tourism dollars",35-44,Female,m3c
Favour,Somewhat in Favour,F,If it is done properly and can add jobs I am okay. If it is in the right location and does not destroy neighbourhoods I am okay. ,55-64,Female,m4k
Favour,Somewhat in Favour,F,"tax revenue less traveling for GTA gamblers, so better for environment ",15-24,Male,m2h
Favour,Strongly in Favour,F,I don't want government to tell ME if and were I can gamble. I am an adult I can make my own decision Government needs to focus on the income a Casino would bring in,55-64,Female,M4J
Favour,Strongly in Favour,F,  ,25-34,Male,2C2
Favour,Strongly in Favour,F,  ,25-34,Female,m4l
Favour,Strongly in Favour,F,more jobs tourist attraction increased funds for city of Toronto,35-44,Male,L6A
Favour,Strongly in Favour,F,Convience Creates jobs Attracts tourits allows development,15-24,Male,M1S
Favour,Strongly in Favour,F,Revenue Tourism Jobs,,,
Favour,Strongly in Favour,F,Mainly because I see it as an economic opportunity for the City and for residents who are un/underemployed.  ,25-34,Female,M4K
Favour,Strongly in Favour,F,Boosts Toronto's economy; Toronto cannot afford to pass this opporyunity up Adults have right to determine what is appropriate entertainmnt for them and their families Potential to dramatically and positively change Toronto into a true destination for a wide variety of entertinment.,45-54,Male,M2M
Favour,Strongly in Favour,F,tourism entertainment ,25-34,Male,m6p
Favour,Strongly in Favour,F,This entertainment option is absent in this world class metropolitan city Great tourism venue Will add additional cash flow into the city,35-44,Male,L4j
Favour,Somewhat in Favour,F,  ,45-54,Female,m8v
Favour,Strongly in Favour,F,Makes the city more exciting. Get rid of that staid old Toronto image. Tourists will come and so much more. Why send our money and our winnings to Niagara Falls?,,,
Favour,Strongly in Favour,F,More jobs for the city More money is being put into the city. ,,,
Favour,Strongly in Favour,F,i think it will bring more life into the city gambling addicts can bring money here instead if niagara i think it would be fun,25-34,Male,m5v
Favour,Strongly in Favour,F,Makes the city more exciting. Get rid of that staid old Toronto image. Tourists will come and so much more. Why send our money and our winnings to Niagara Falls?,65 or older,Male,M5V
Favour,Strongly in Favour,F,More jobs for the city More money is being put into the city. ,25-34,Male,m1e
Favour,Strongly in Favour,F,Job creation Tourist attraction Revenue generator,,,
Favour,Somewhat in Favour,F,If it makes economic sense for the city and doesn't cost the taxpayers money  ,55-64,Male,M5N
Favour,Somewhat in Favour,F,"The other developments that comes with it Great for additional activities/tourism for the city The social impact of gambling, although only a slight concern, may charge local like what they do in Singapore",25-34,Male,L5B
Favour,Strongly in Favour,F,Revenue Image Location,15-24,Male,m3h
Favour,Strongly in Favour,F,Job creation Tourist attraction Revenue generator,65 or older,Male,M4C
Favour,Strongly in Favour,F,will bring out of town visitors.  ,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,Avoid driving minimum 1.5 hours to play card games Avoid going to underground poker games or gaming websites Boost tourism to the city,25-34,Male,M2H
Favour,Strongly in Favour,F,  ,45-54,Male,M8V
Favour,Strongly in Favour,F,City needs the revenue Torontonians go to other locales to gamble now ,,,
Favour,Strongly in Favour,F,city needs the money Torontonians go to other locales to gamble now.  Leave the money in Toronto encourage tourism,65 or older,Male,m3h
Favour,Strongly in Favour,F,Funding for the city  ,35-44,Female,M6p
Favour,Strongly in Favour,F,Funding for the city  ,35-44,Female,M6p
Favour,Somewhat in Favour,F,"Tourism. Employment....but salaries should be higher for Casino employees, not low-balled. ",55-64,Female,K0M
Favour,Strongly in Favour,F,"it will enhance tourism we will be able to bring in money that we loose to casino niagara and casino rama it will add another form of entertainment which will benefit the way the world views our city, making toronto a more desirable city to live in",25-34,Male,m6a
Favour,Strongly in Favour,F,Jobs Tourism Civic Development,25-34,Male,M1K
Favour,Somewhat in Favour,F,  ,,,
Favour,Strongly in Favour,F,revenue for the City  ,55-64,Male,M5C
Favour,Strongly in Favour,F,The City could make a fortune and use the windfall to improve are ever failing infrastructure. It would draw more tourists to the City It's fun entertainment,55-64,Male,M4P
Favour,Strongly in Favour,F,New business downtown Tax revenue for the city Exciting entertainment venue,,,
Favour,Strongly in Favour,F,Would bring needed revenue to the city Would increase job opportunities in the city Would increase tourism,25-34,Female,m6p
Favour,Strongly in Favour,F,City revenue Convenience Tourism increase,,,
Favour,Strongly in Favour,F,It would create jobs Increase tourism to the city Keep money in Toronto instead of people leaving town to go to other casinos,25-34,Female,M1M
Favour,Strongly in Favour,F,entertanment food gambling,45-54,Male,m1m
Favour,Strongly in Favour,F,Common sense We need the money We are a big city who can handle the problems the naysayers give,55-64,Female,M4v
Favour,Strongly in Favour,F,Create jobs Generate tons of money for existing businesses Great fun and social club,55-64,Female,M1G
Favour,Strongly in Favour,F,  ,25-34,Male,M4l
Favour,Strongly in Favour,F,revenue for the city entertainment ,,,
Favour,Strongly in Favour,F,revenue for the city attracts top entertainment ,,,
Favour,Strongly in Favour,F,more revenue for the city hall to help run toronto more jobs more tourist to the city,45-54,Male,m1r
Favour,Strongly in Favour,F,increase in tourism increase in convention business one more recreational choice for residents,55-64,Male,
Favour,Strongly in Favour,F,Revenue for the city Job creation that will be permanent Entertainment value,55-64,Male,
Favour,Strongly in Favour,F,Will bring employment to the city Will bring tourism Will bring city revenue,45-54,Female,m5c
Favour,Strongly in Favour,F,revenue for the city attracts top entertainment and draws people downtown More inviting for visitors---making it a metropolitan city---finally,65 or older,Female,L1K
Favour,Somewhat in Favour,F,I have seen first hand the infrastructure impacts and community building associated with OLG's donations We are one of the only major tourist attracting cities without one ,35-44,Female,M5V
Favour,Strongly in Favour,F,Bring lively entertainment toToronto  ,65 or older,Male,M5A
Favour,Somewhat in Favour,F,"I'm not against the casino, but it depends on where the new monies generated are spent by the city. The other factor that determines support is location.  It should be in the downtown core. All things being equal, casinos are a reality.  People will go to other cities (Niagara Falls) if they want to gamble, so Toronto ought to at least get some benefits from this revenue source.",35-44,Male,m6p
Favour,Strongly in Favour,F,"Brings in tax revenues Brings in money from tourists If designed with community input, can help develop our sad waterfront area",25-34,Male,M8V
Favour,Strongly in Favour,F,people  are going to gamble no matter where the casino is....might as well reap the benefits here  ,55-64,Male,M9C
Favour,Strongly in Favour,F,"If done properly, with more dining and shopping options, would be a great tourist destination  ",45-54,Male,M1L
Favour,Strongly in Favour,F,Revenue for the City Jobs Tourism Revenue,,,
Favour,Strongly in Favour,F,The tourism that it will generate and the income which the city will receive because of it.  ,45-54,Female,M6R
Favour,Strongly in Favour,F,Revenue  for Toronto to be generated for needed municipal projects and services  ,65 or older,Male,M5A
Favour,Strongly in Favour,F,"entertainment winnings national, state of the art, landmark",25-34,Male,l5h
Favour,Strongly in Favour,F,"Other major cities in Canada have great success with them; Montreal, Halifax Ottawa. To keep Toronto into mainstream international entertainment. Increased interest for tourism in the downtown core.",45-54,Male,M5J
Favour,Somewhat in Favour,F,Entertainment Jobs World class city deserves a great casino entertainment complex,35-44,Male,
Favour,Somewhat in Favour,F,income generated tourism ,65 or older,Male,M4S
Favour,Somewhat in Favour,F,"Will assist Toronto becoming an elevated, recognized world class city. Toronto needs the revenue to up-graded, expand aged and deficient infrastructure - prevent the $$ from going elsewhere. Generate long-term employment opportunities.",65 or older,Male,M5M
Favour,Strongly in Favour,F,"Reports seem to show an integrated casino to be a great revenue generator for the city (both in terms of land sale and operating). I'm sure there will be more hidden costs (likely with transportation) but it looks like the casino will make money and recover costs quickly. I do think (if done very well) an integrated casino would be a great attraction for our city, and would definitely attract tourism. I believe it would really help us compete on a global level. I (as a resident of the city) would enjoy the casino as well. From time to time I've gone to Casino Rama and it's quite a pain to get there and personally I'd love a casino in the city. Again it is important to note that if the casino is not ""done"" well (including transportation network, asthetics, etc.) I would be opposed completely to said casino.",25-34,Male,M2N
Favour,Strongly in Favour,F,"Things to do in the city, less travel to other casinos = less pollution  ",15-24,Male,M1C
Favour,Strongly in Favour,F,To show that Toronto truly is trying to be a world class city. City cash flow injection... Keep our gamblers and their money local! ,,,
Favour,Strongly in Favour,F,why let another town reap the benefits? more jobs for Torontonians increased revenue for city and local businesses,35-44,Male,m8z
Favour,Strongly in Favour,F,Influx of tourism for a new attraction We need additional revenue Additional options for entertainment,25-34,Female,M4P
Favour,Strongly in Favour,F,Cash flow injection Good paying jobs Show that city of t.o is truly trying to be a leader and not a follower...( ufc fighting we were last to get on board) as usual!,,,
Favour,Somewhat in Favour,F,unsure of the financial benefits to the city concern about the social costs however these will occur wherever the casinos are placed location - would like casino to be located in currently undeveloped lands,55-64,Female,m6c
Favour,Strongly in Favour,F,Revenue for the city/social services Revenue for the TTC Lower Taxes,25-34,Male,M6P
Favour,Strongly in Favour,F,bring money into our city for much needed initiatives a tourist attraction then they will visit other sites tax generator,45-54,Male,M9B
Favour,Strongly in Favour,F,Employment opportunities financial benefits for city tourist attraction,55-64,Male,M9A
Favour,Strongly in Favour,F,More government revenue More entertainment value ,25-34,Male,m5a
Favour,Strongly in Favour,F,"Economy boost in jobs Boost in tourism/tax dollars feeding into the government from the casino alone Trickle effect of increased tourism on hotels/restaurants, etc.",35-44,Female,M4M
Favour,Strongly in Favour,F,"people will gamble no matter what.  Why not have those dollars go toward a new transit system? I lived in Edmonton, casinos downtown didn't hurt that place. ",35-44,Female,M4P
Favour,Strongly in Favour,F,Tired driving to Orilla  2 hours each way. I don't go that often to gamble but enjoy shows and dinning there I enjoy the atmosfield as well,65 or older,Male,M5A
Favour,Strongly in Favour,F,I feel we are large enough to have a casino - smaller places in Canada have had one for a number of years.  ,65 or older,Female,m4j
Favour,Somewhat in Favour,F,Tax revenue Tourism Gambling!,,,
Favour,Somewhat in Favour,F,"It will attract tourism dollars Residents will not have to travel away from the city to go to the casino, thus keeping the money in the city. Revenue to the city.",15-24,Male,M6E
Favour,Strongly in Favour,F,BIG INCOME FOR THE CITY SAVE ON TAX PAYER GAMBLERS FROM TORONTO GET FREE RIDEOUT ALL AROUND TORONTO,65 or older,Male,M1E
Favour,Strongly in Favour,F,jobs 100's of buses leave tor. every day to casinos. keep $$$ here! ,45-54,Male,m4k
Favour,Strongly in Favour,F,"Investment, job creation  ",45-54,Male,M1M
Favour,Strongly in Favour,F,"Copmpetition! The more casinos there are, the better they services they provide More income for Toronto. Saves taxing people more. Easier access to entertainment",65 or older,Male,M6R
Favour,Strongly in Favour,F,Good for the local ecomony  ,65 or older,Male,M5J
Favour,Strongly in Favour,F,great for city good tax income for city ,55-64,Male,M4G
Favour,Strongly in Favour,F,Create a new interesting area in Toronto. Create new jobs. I enjoy gambling recreationally.,25-34,Prefer not to disclose,M5A
Favour,Strongly in Favour,F,tiene que ser muy diferente al casino que hay en toronto.solo se preocupan de ganancias para el casino. antiguamente filas de gentes retirando sus ganancias.todo cambio sacando.las traga monedas tradicionales y poniendo solamente computadoras. la mayoria de las personas somos pensionados y nos gustan las traga monedas tradicionales.por lo tanto estoy con el nuevo casino,65 or older,Male,m9n
Favour,Strongly in Favour,F,More entertainment More diversity ,,,
Favour,Strongly in Favour,F,More entertainment More diversity More tourism,15-24,Male,m2k
Favour,Strongly in Favour,F,income for the city and also provide much needed show provided variety the port lands badly need some revitalization that a vegas style casino would bring to that area the idea that some idiotic thinkers have of increased crime do not have the knowledge of las vegas which is a very safe area,65 or older,Male,m4b
Favour,Strongly in Favour,F,It would bring in much needed revenue and JOBS for the City. The added revenue and tourism would be a boost to help pay for infrastructure needs. A quality casino would be an added bonus for Toronto's Tourism industry throughout the year and bring in tourists from around the Globe.,,,
Favour,Strongly in Favour,F,The city needs the money People need to find jobs ,,,
Favour,Strongly in Favour,F,  ,45-54,Male,M4L
Favour,Strongly in Favour,F,"The city needs the money that this casino would bring to the city. We need to create jobs as opposed the Mayor who likes to layoff workers. We are supposed to be a worls class city, so lets be one.",,,
Favour,Strongly in Favour,F,Revenue for the city Centre of entertainment ,25-34,Male,M6H
Favour,Strongly in Favour,F,I like casinos It will make the city a more popular tourist destination Raise revenues for the city,,,
Favour,Strongly in Favour,F,"Unlike debt free Markham, Toronto has tons of debt and needs the money. If Toronto doesn't open a casino, one will be opened in the GTA.  Toronto gets all the problems with no benefit. It's true there are negative aspects to a Casino, but they are over exaggerated.  I feel very safe walking the streets of Las Vegas at night, and that city has tons of casinos.",25-34,Male,M6A
Favour,Strongly in Favour,F,Great tourism draw Gaming is now mainstream entertainment Job creation and tax revenue,55-64,Male,
Favour,Strongly in Favour,F,"Revenue generation for the City and its businesses, especially construction and hospitality sectors Increased diversity of entertainment options for Torontonians and our visitors Casino accessible other than by car will reduce drinking and driving, environmental impacts of drivers to Niagara.",25-34,Male,M4J
Favour,Strongly in Favour,F,City needs the tax dollars Turn Toronto into a tourist destination Add more things to do in the city,35-44,Male,M5n
Favour,Strongly in Favour,F,"built  near  steeles  av  near kennedy,- markham   rd areas not downtown more space to build near  steeles in  e .toronto",55-64,Prefer not to disclose,
Favour,Strongly in Favour,F,After hour entertainment Increase govt revenue Increase in tourism,25-34,Male,M2j
Favour,Somewhat in Favour,F,Would provide jobs. Bring people to the city. ,55-64,Female,M1E
Favour,Somewhat in Favour,F,Toronto needs the revenue A casino could add a vibrant exciting destination within the city ,55-64,Male,M1E
Favour,Strongly in Favour,F,Excelllent source of revenue for the province Tourist attrtaction ,,,
Favour,Strongly in Favour,F,Economic benefits Tourism Jobs,25-34,Male,M6M
Favour,Strongly in Favour,F,not  down town suburbs  ok large  parking space,,,
Favour,Strongly in Favour,F,casino good for toronto it will go to some close by city if we reject it tired of travelling elsewhere to gamble,65 or older,,M4H
Favour,Strongly in Favour,F,Economic Growth Global Recognition & Awareness ,15-24,Male,L1H
Favour,Strongly in Favour,F,"If OLG is building a casino in GTA regardless, it better be in Toronto. Potential jobs lost yet slight negatives will still be felt. Generate revenue from plots of land currently not profitable Rejuvenate the waterfront making us truely a world class city",25-34,Male,M1M
Favour,Strongly in Favour,F,Creates Jobs  ,,,
Favour,Strongly in Favour,F,"Toronto needs the economic benefits A casino is coming to the GTA anyway so it be located in Toronto Jobs, jobs, jobs!",45-54,Male,m1g
Favour,Strongly in Favour,F,"Toronto is known for its sports, its shows, its hotels and the film festival. So why not have a top rated Casino on the waterfront. I casino brings in much needed revenue so the books can be balanced.  Ceasar Palace would like to put a Casino and hotel. I believe they have submitted a plan that is getting a lot of red tape.  This I know because I was receintly as Ceasars in Vegas and we talked briefly. We have a lot of open land on the water front that is just sitting there. Make it something to admire.  Anyone comming to visit the city will want to check out a new Casino.  its part of the excursion.",55-64,Male,m1b
Favour,Strongly in Favour,F,Creates Jobs Tourism Money More money in general,,,
Favour,Strongly in Favour,F,tax revenue local employment local economic offshoots,35-44,Male,M6M
Favour,Strongly in Favour,F,Creates Jobs Tourism Money More money in general,25-34,Male,m1v
Favour,Strongly in Favour,F,Additional revenue for the city Local construction and service jobs Attracting foreign investment and tourism,45-54,Male,M9B
Favour,Somewhat in Favour,F,Tourism Fun place to go Jobs,25-34,Male,m5a
Favour,Somewhat in Favour,F,  ,25-34,Male,m1k
Favour,Somewhat in Favour,F,Will bring in much needed money to the city Will bring in more tourist to Toronto Crime and gambling problems might go up...,35-44,Male,M4R
Favour,Somewhat in Favour,F,casinos are now and have been fixtures in cities around the world casinos are places that can do service jobs that people can enjoy casinos anchor entertainment and give beginning talent another venue to learn in,55-64,Male,M4K
Favour,Somewhat in Favour,F,Looking forward to increased revenue and jobs Dont want to encourage problem gamblers ,,,
Favour,Strongly in Favour,F,"I enjoy going to Casinos, I find them thrilling and exciting They create permanent jobs They financially benefit communites and aid in tourism",65 or older,Male,M4Y
Favour,Strongly in Favour,F,bringing jobs to toronto bringing tourists to toronto bringing more money to toronto,25-34,Female,m4p
Favour,Strongly in Favour,F,"If managed properly, perhaps some of the revenue could help the deficit in Toronto Visitors, if interested, would be able to have yet one more place to go to Additional employment opportunities would prevail",65 or older,Female,M5M
Favour,Strongly in Favour,F,jobs to the city visitors to the city money to the city,,,
Favour,Strongly in Favour,F,more money coming into Toronto jobs entertainment,55-64,Female,M9W
Favour,Strongly in Favour,F,Increased revenue for the city of Toronto. Additional jobs and revenue for supporting industries in Toronto ,,,
Favour,Strongly in Favour,F,Increased revenue for the city of Toronto. Additional jobs and revenue for supporting industries in Toronto Transportation infrastructure already in place to support this casino.,,,
Favour,Strongly in Favour,F,"Good for the economy & jobs Good for tourism Not a social problem at all. Woodbine & the Ex casino doesn't create a social problem, why would a casino.",25-34,Male,M4Y
Favour,Somewhat in Favour,F,Provides a new entertainment venue Location needs to be carefully considered in order to highly used but not disruptive to community ,55-64,Male,M5N
Favour,Strongly in Favour,F,More tax revenue for the goverment which funds our many programs More tourist dollars Make Toronto an exciting city,,,
Favour,Strongly in Favour,F,Increased revenue for the city of Toronto. Additional jobs and revenue for supporting industries in Toronto Transportation infrastructure already in place to support this casino.,,,
Favour,Strongly in Favour,F,The casino is the draw to a multi service complex including a hotel / resort which yields creating hundreds of jobs New restaurants and services that also require new jobs. Suppliers of food and services generating revenue for the city,,,
Favour,Somewhat in Favour,F,I visit the casino at Rama and having one closer to home is appealling so I do not have to travel far. Revenue for the City is needed and this would be an excellect source for it The CNE needs to be revitalised along with Ontario Place. This would be  the best location for the casino.,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,Positive impact on Toronto's local economy and employment Revitalization of areas in need of renewal (including new infrastructure and transportation building in  the area(s) around the new project) Additional needed financial/revenues and increased tourist attraction (will benefit hospitality/hotel/restaurant industries),35-44,Male,M1N
Favour,Strongly in Favour,F,Increased revenue for the city of Toronto. Additional jobs and revenue for supporting industries in Toronto Transportation infrastructure already in place to support this casino.,35-44,Male,M9C
Favour,Strongly in Favour,F,In come for the city Will get the city out of debt Crest jobs,,,
Favour,Strongly in Favour,F,Fun  Money,,,
Favour,Strongly in Favour,F,Entertainment value Economic benefits Tourism benefits,25-34,Male,M3C
Favour,Somewhat in Favour,F,"I don't find a Casino to be an invaluable aspect of the Canadian cosmopolitian landscape I recognize that various interests do want to see a Casino in Toronto, and for that I'd be in favour provided the location is ideal ",,,
Favour,Strongly in Favour,F,Why not cash in from those who wish to indulge?  ,,,
Favour,Strongly in Favour,F,"I have worked for 25 yrs in the Gaming industry, see the excitment, vistors from all over the world who  enjoy our facility I feel Zone 2 would be an asset as it can provide more parking etc Job creation for our community",55-64,Female,M9W
Favour,Strongly in Favour,F,Bring Income to Toronto Create Jobs Provide entertainment for current Toronto residents as well as bring tourists,25-34,Male,l4l
Favour,Strongly in Favour,F,money it will bring more tourism money,25-34,Female,m6j
Favour,Somewhat in Favour,F,Source of revenue for the city.  ,,,
Favour,Strongly in Favour,F,  ,,,
Favour,Strongly in Favour,F,Tourism Revenue World Class City,15-24,Male,L4L
Favour,Strongly in Favour,F,"it takes advantage of societies"" losers, like the LCBO and Ontario Lotteries, why should Toronto lose out?  ",Prefer not to disclose,Male,m4s
Favour,Strongly in Favour,F,"The Casino will bring jobs, both for constuction and long term, to the city The Casino will generate significant revenue for the city The revenue generated can contribute to social and infrastructure programs to better our city",35-44,Male,M4J
Favour,Strongly in Favour,F,"Creates entertainment, excitement & fun! Creates Jobs - Construction, food servers, bartenders, Slot Machine Repair Personnel, ext. Which is needed right now! Creates tourism!, well as least if its built on the waterfront, with a nice hotel and restaurant. It Better be easy to get to from the subway!",25-34,Male,m4k
Favour,Strongly in Favour,F,Will bring more jobs to the City of Toronto Will help the economy develop further with more businesses and hotels around the casino Will help build Toronto a tourist spot for all sorts of people,25-34,Male,M1B
Favour,Strongly in Favour,F,  ,25-34,Male,M1g
Favour,Strongly in Favour,F,Good for Tourism Create New Jobs Keep Toronto residents dollars here versus them gambling in N. Falls or Casino Rama,35-44,Male,M2R
Favour,Strongly in Favour,F,It will create many jobs in the Toronto area and increase tourism.  ,35-44,Male,M1R
Favour,Strongly in Favour,T,FUN City Revenue Tourism attraction,25-34,Female,
Favour,Somewhat in Favour,F,  ,,,
Favour,Strongly in Favour,F,Money would stay in Toronto and spent on what we need and NOT bused to Niagara or Orillia Toronto want to be a WORLD class city - time we atarted to act like one. Large potential for increased tourism.,65 or older,Male,M1B
Favour,Strongly in Favour,F,More Jobs Higher number of tourists Entertainment,35-44,Female,
Favour,Strongly in Favour,F,tourism economic growth and development + revenue for city jobs,35-44,Male,m6r
Favour,Strongly in Favour,F,Will bring much-needed money to the City Will help drive tourism Will bring bigger stars to Toronto for concerts (rather than Casino Niagara or Rama),15-24,Male,M2L
Favour,Strongly in Favour,F,Increase tourism Decrease deficit / boost to local economy I would like one more conveniently located within GTA to visit,35-44,Male,M1M
Favour,Somewhat in Favour,F,"It will promote better infrastructure especially under transportation. It will mean more investment in the downtown core, which is exciting. It is a great entertainment for the late people, which will mean more industry at nighttime, which I think Toronto lacks.",15-24,Male,l1v
Favour,Strongly in Favour,F,People will gamble no matter what. casino will create jobs we need here and not in Vegas  ,45-54,Male,M8V
Favour,Strongly in Favour,F,"this is a form of entertainment. I have to drive over an hour to have fun, thats bad for the environment Toronto is always labelling itself ""a world class city ' and no casino ? gambling is everywhere and some is purveyed by organized crime . Lets help to limit their revenue streams .",35-44,Male,m4j
Favour,Strongly in Favour,F,"I think it will be an excellent income for the city, why give all that money to an other city when we need it so desperatly.  ",65 or older,Female,M1E
Favour,Strongly in Favour,F,increase tourism something fun to do in the city new revenue stream for the city,35-44,Male,M4J
Favour,Strongly in Favour,F,Direct & in-direct job opportunities Increased local investment Better infastructure because it will force new infastructure projects to support casinos,55-64,Male,m5j
Favour,Strongly in Favour,F,Economic stimulus Allows Toronto residents to gamble in Toronto rather than having to go out of town ,45-54,Male,M5p
Favour,Strongly in Favour,F,REVENUE FOR THE CITY AND CREATE JOBS SHOULD HAD CASINO YEARS AGO ,45-54,Male,M3A
Favour,Somewhat in Favour,F,  ,65 or older,Male,M2R
Favour,Somewhat in Favour,F,Take the taxiation pressure away from the public.  ,45-54,Male,M4K
Favour,Strongly in Favour,F,Good source of income for the city and probably consistent Gambling is happening here anyway.  Buses near my house taking people to Fallsview etc. ,45-54,Male,M4M
Favour,Somewhat in Favour,F,Financial: With the Casino in the GTA there will be less revenue outflows to other areas. Social: Creation and keeping of jobs in the GTA. Downside: Problem gambling and the associated issues plus addtional traffic congestion.,,,
Favour,Somewhat in Favour,F,Provides employment opportunities for many within and outside the casino Creates opportunities for ancilliary businesses in the neighbourhood Provides another tourist attraction in the downtown core,65 or older,Male,M9A
Favour,Strongly in Favour,F,"employment financial gain for City no need to increase taxes, good replacement for the reality tax on new homes",45-54,Male,M4Y
Favour,Somewhat in Favour,F,"I understand that it might be an attraction for many people, including the nearby convention-goers, but I would likely never visit it, myself. I want to see the related development, especially the park that is to be superimposed above the rail line. ",45-54,Male,M4Y
Favour,Strongly in Favour,F,"Tourists Influx of millions of dollars to the city to spend on ttc expansion, roads Jobs",45-54,Male,M4C
Favour,Somewhat in Favour,F,  ,35-44,Male,M4Y
Favour,Somewhat in Favour,F,Boosts tourism Boosts revenue Works fine in other cities (Calgary for example as about 6 casinos within the city),25-34,Male,M6R
Favour,Strongly in Favour,F,Revenue for the city.  ,45-54,Male,M9W
Favour,Somewhat in Favour,F,Good for tourism a major moneymaker especially if on city property ,55-64,Male,M4K
Favour,Strongly in Favour,F,"a cosino would be a new destination within Toronto for residents and visitors shops, shows and restaurants that would be part od a casino would be a welcome addition for downtown residents a casino will provide new revinue to the city and jobs",,,
Favour,Somewhat in Favour,F,My support of a casino in the Toronto area depends solely on where it is located.  ,45-54,Female,M9B
Favour,Somewhat in Favour,F,"I believe that a casino would help provide revenue and jobs. However, I am worried about the social impacts (e.g. gambling problems) The building of a casino would help make Toronto more of an entertainment destination",15-24,Female,M9W
Favour,Strongly in Favour,F,We need more attractions for tourists. The City needs to evolve. The City needs to generate more income from other sources other than the taxpayers.,55-64,Female,
Favour,Somewhat in Favour,F,on a personal level do not approve of gambling. do buy lottery tickets. if it can generate income for the city- i say go for it. ,65 or older,Male,m6r
Favour,Strongly in Favour,F,currently traveling to casinos 3or4x month Toronto casino would reduce  travel time  ,45-54,Male,m8v
Favour,Strongly in Favour,F,create jobs increase tourism increase revenue for the city to inject into more social progarms and affordable housing,35-44,Female,M1r
Favour,Strongly in Favour,F,  ,35-44,Male,M3C
Favour,Somewhat in Favour,F,New development New Jobs New economic activity -- new tax revenues for the city,45-54,Male,M4L
Favour,Strongly in Favour,F,Generates income for Toronto Attracts conventions/tourism Will attract new business to Toronto,55-64,Female,M3A
Favour,Strongly in Favour,F,more tourism dollars time for Toronto to have its own casino more employment opportunities,65 or older,Female,M2J
Favour,Strongly in Favour,F,"People do come to cities for a variety of reasons and one of them is gambling. It will attract tourism and allow another alternative for the tourists and businesspeople who are already coming. It will provide a significant revenue stream to Toronto, rather than constantly demanding the residents pay for everything. There will be one either within Toronto or just outside - Markham, Mississauga or Pickering, so one will be coming it just makes sense that we get the revenue, otherwise it will be another dumb decision by those that have not thought this through.",Prefer not to disclose,Prefer not to disclose,M1E
Favour,Strongly in Favour,F,It will bring more tourists People would not have to drive to Niagara just for a casino Will bring many job opportunities.,35-44,Male,M1B
Favour,Strongly in Favour,F,"Adds to jobs, economy and pizzaz for TO Hopefully improves the dull waterfront area ",45-54,Male,
Favour,Strongly in Favour,F,"bring people to the city instead of drivig to Rama or Niagara Increase city revenue Other major Canadian citys have them, we should to.",35-44,Female,m4n
Favour,Strongly in Favour,F,Gaming is fun and sociable. a local casino would help alot of people save time and money travelling to Niagara or Rama It would create lots of new jobs and bring a lot of tourism to Toronto,25-34,Male,l3x
Favour,Somewhat in Favour,F,"Jobs, tourism, concerts. Might visit to gamble. (Might not). ",55-64,,
Favour,Strongly in Favour,F,Creates jobs adds draw to toronto for tourism tax dollars for toronto,,,
Favour,Somewhat in Favour,F,Think the construction would help the economy.  ,65 or older,Male,M5C
Favour,Strongly in Favour,F,i believe it will be a great revenue source for the city will attract tourists as well ,45-54,Female,M4R
Favour,Strongly in Favour,F,Creates jobs adds draw to toronto for tourism tax dollars for toronto,55-64,Female,M8Y
