Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code 
Opposed,Somewhat Opposed,F,Think it is a poor use of land Do not believe that the economic benefit is worth it concerned about the location,35-44,Female,M6P
Opposed,Strongly Opposed,T,Live and work on the waterfront and feel additional traffic/gambling problems are unlikely to improve quality of life here  ,65 or older,Female,M5J
Favour,Strongly in Favour,F,Provide full year tourism attraction to the downtown core round out the entertainment offerings ,,,
Opposed,Strongly Opposed,T,We have enough lottery intrusion in our province. There is a slick group of backroom boys trying to promote this. Casinos are surrounded by criminal activity. We don't need more crime in Toronto There will be a big increase of people gambling away all there assets to reach total poverty.,65 or older,Male,
Favour,Strongly in Favour,F,help economy help tourism help employment,65 or older,Male,M1E
Opposed,Strongly Opposed,T,Morally disagree with gambling houses Negative impact/view of Toronto the Good Often it is the poor who gamble and can least afford it - as well mant lives/families are ruined due to gambling/ increase crime,45-54,Female,M1P
Opposed,Strongly Opposed,F,I have seen the problems a gambling addiction causes to people and their families  ,45-54,Male,M5R
Favour,Strongly in Favour,F,Jobs Revitalize Ontario Place grounds The right of any person to gamble but not have to drive,45-54,Female,M4M
Favour,Strongly in Favour,F,entertaining attraction revenue world class city destination,55-64,Male,M6R
Favour,Somewhat in Favour,F,"Firstly i like to go to the casino...and niagara falls is quite the distance I think it will provide tourism, jobs I am aware though of the negative side effects of gambling...",,,
Opposed,Strongly Opposed,F,Inappropriate in downtown Toronto Encourages gambling and the problems that go with gambling addictions We already have 2 casinos accessible from Toronto - Casino Rama and casino Niagara,55-64,Male,M1P
Opposed,Strongly Opposed,T,Preys on the people who can least afford to gamble. Will have negative affect on existing casinos such as Rmama and Niagara. Increased social costs for people with gambling problems.,55-64,Male,M4R
Opposed,Strongly Opposed,T,"We don't need another casino Money can be better spent elsewhere in these difficult financial times The influx of people it would cause would create traffic havoc lead to increase crime, strain on healthcare system",15-24,Female,M4c
Opposed,Strongly Opposed,F,it sucks money out of peoplr  ,,,
Opposed,Strongly Opposed,T,"social ills attached to problem gambling increased conjestion, crime, reduction of a healthy, family-friendly appearance no new spending because gamblers would just redirect their entertainment dollars into casinos",25-34,Female,m5v
Opposed,Strongly Opposed,T,We have enough sources of alternative entertainment in the city Multiple other casinos are available just a couple of hours drive away - or with a free shuttle from dowtown's bus station It damages families,35-44,Female,m6h
Opposed,Somewhat Opposed,F,"Don't know much about the whole thing. I don't like the idea of casinos, but, I think there's a *chance* it might bring income to the city so I'm not strongly opposed to it",25-34,Male,M5A
Opposed,Strongly Opposed,T,"A casino does not belong or needed in downtown Toronto. Major downtown developments should benefit the entire population, not just of-age gamblers. There are other priorities for growth and development - housing, employment, transportation, and waterfront management Downtown does not need a place that sucks people in for hours at a time, is dark, and disengages people from others by staring at gambling tables and screens. I know some malls tend to bring people inside for long periods of time, but at least there are opps to go outside and continue shopping.",25-34,Female,m4p
Opposed,Strongly Opposed,F,We are not Las Vegas! This will change the dynamics of the city! ,25-34,Male,M5A
Favour,Strongly in Favour,F,jobs revenue I enjoy casino gambling,55-64,Male,m9p
Opposed,Strongly Opposed,T,  ,35-44,Male,M3B
Opposed,Strongly Opposed,T,will attract large crowds and will create parking problems in a city that is about to choke transit-wise is not something that is suitable for Toronto's downtown just not a good idea (will turn Toronto into a Niagrara Falls),55-64,Female,M5M
Opposed,Strongly Opposed,T,there are enough options for gambling around the city and whatever money goes to the province will be taken away by a new Toronto casino...won't solve any taxpayer issues crime rates go up around casinos and we will no longer have the image of a safe city we have enough gambling adicted people already,,,
Favour,Strongly in Favour,F,Tourism Income Jobs,25-34,Male,M6k
Opposed,Strongly Opposed,F,Don't believe in government endorsing gambling Don't believe in government encouraging vice in ordre to drum up tax proceeds ,35-44,Male,M8Y
Opposed,Strongly Opposed,T,"Infrastructure not efficient to support increased volume of people, traffic Would rather see city space used as public spaces Should never be put on the waterfront!",35-44,Male,m4j
Favour,Strongly in Favour,F,More contruction jobs More money for the city More tourists,25-34,Male,M3m
Favour,Strongly in Favour,F,It has the potential to bring additional revenue to the City Everyday over a thousand residents of this City get on buses that take their dollars out of the city Adults have a right to determine how they wish to spend their entertainment dollars.,45-54,Male,M4J
Opposed,Strongly Opposed,T,"Absolutely no need for another Casino There are enoguh problems with gambling - we don't need more Toronto needs to focus on important issues such as housing, transit and roads - not take focus away on a Casino debate",55-64,Male,M8Z
Opposed,Strongly Opposed,F,Casino's take away from local businesses. Crime rates will increase. The jobs that will be offered at a Casino (which will be a selling point) are low paying.,,,
Opposed,Strongly Opposed,T,increased gambling addictions increased crime wrong image and wrong kind of economic development for Toronto,55-64,Male,M5N
Opposed,Strongly Opposed,T,"Gambling ruins families, especially ones that are in desperate financial straights. A large casino would rob entertainment/tourist dollars from independent businesses that contribute more to Toronto's communities. ",25-34,Male,M4Y
Opposed,Somewhat Opposed,F,I won`t ever use the casino. Health concerns. Social concerns.,25-34,Male,M5B
Favour,Strongly in Favour,F,Draw visitors to the City Increase tax base ,65 or older,Male,M4T
Favour,Somewhat in Favour,F,"I don't gamble; however, often means interesting entertainment acts come to the City which might interest me I am not sure the costs outweigh the financial benefits ",45-54,Female,M6N
Favour,Strongly in Favour,F,Jobs Money for City Attraction,45-54,Male,m1e
Favour,Strongly in Favour,F,To create additional revenue for the city To increase the city's standing as a world class destination It would be an excellent entertainment option for residents,35-44,Male,m9m
Favour,Strongly in Favour,F,"Employment Catalyst to building up other faciliating amenties/infrastructure in area -  i.e transit, shopping, entertainment ",25-34,Male,M9M
Opposed,Strongly Opposed,T,"Casinos unfairly tax people who think they'll strike it rich Casinos are proliferating, eliminating their tourism benefits Casinos do not contribute to a vibrant, liveable city",35-44,Male,M5J
Neutral,Neutral or Mixed Feelings,F,Depends on location The Gardiner must be fixed before a downtown location Don't trust the OLG.,55-64,Male,m9w
Favour,Strongly in Favour,F,  ,65 or older,Male,M6B
Favour,Strongly in Favour,F,jobs boast the economy tourism,,,
Favour,Strongly in Favour,T,"Becouse we need more convention space in this City, the space we have is the joke of most of the other North American city's.  ",65 or older,Male,L6A
Favour,Strongly in Favour,F,Economic benefit Increase attraction to toronto Infrastructural improvements in toronto,25-34,Male,M1V
Opposed,Strongly Opposed,T,"A casino may harm and/or close the existing theatres, restaurants and galleries. The roads and parking lots in Toronto are already too congested. Preying upon the weaknesses of people with gambling addictions is a disgraceful way to generate money.",45-54,Female,M6R
Opposed,Strongly Opposed,T,Negative social effects Opposition to raising government revenue through gambling - regressive Concern about downtown locations' capacity for logistical and social effects,45-54,Female,M6G
Opposed,Strongly Opposed,F,Us company ownership We have casinos at racetracks Over the long run casinos do no good in downtown location it kills business in the surrounding areas,45-54,Male,L7B
Favour,Somewhat in Favour,F,It would bring new jobs It would highten tourism It would be another distraction.,25-34,Male,L3X
Favour,Strongly in Favour,F,Tax the crap out of it Would be fun to go to occasionally Bring more tourism,25-34,Male,m8y
Opposed,Strongly Opposed,T,Glorifies gambling and encourages gambling addiction Directs money away from needed social spending ,45-54,Female,M4M
Opposed,Somewhat Opposed,F,draw economy away from niagara increase poverty detrimental to society,15-24,Male,m5m
Favour,Strongly in Favour,F,helps toronto's economy provides jobs boosts tourism,45-54,Male,m5m
Favour,Strongly in Favour,F,Brings money to the city  ,65 or older,Male,M5M
Opposed,Strongly Opposed,T,When you see the casino in Niagara the business around them aren't thriving.    People only go to the Casino they don't visit surrounding business It becomes an another adult only zone.   We want and need families in the city ,55-64,Male,M6S
Favour,Strongly in Favour,F,revenue from casino funding city projects like transportation and rejuvenation Increased tourism No need to leave downtown core,25-34,Male,M6R
Opposed,Strongly Opposed,T,* as above as above,65 or older,Male,n1h
Opposed,Strongly Opposed,T,"Decades and mountains of scientific research indicating that the social and economic costs outweigh the benefits. Do we need another reason? ok, fine: It willl turn whatever area it's in into a deadzone.",35-44,Male,M9A
Neutral,Neutral or Mixed Feelings,F,"The amount of money received seems low, little benefit to the overall budgetary situation of the city. It could help tourism a bit, but not much. ",25-34,Male,M5V
Opposed,Strongly Opposed,F,"Detrimental to local, downtown businesses Prefer to support horse racing/positive local spin-offs with casino expansion at Woodbine Racetrack Estimates of revenue for city are grossly exaggerated & spun by OLG propaganda",15-24,Male,m5s
Favour,Strongly in Favour,F,The revenue it would generate for the city Hopefully top level entertainment not currently available in downtown ,45-54,Female,M5J
Favour,Strongly in Favour,F,Money Economic Oppertunity Growth & Development,15-24,Male,M1B
Opposed,Strongly Opposed,T,money will never be seen by public gambling addiction will continue ,55-64,Male,M4L
Opposed,Strongly Opposed,T,Debauchery Influence Provides an additional breeding ground for crime Not good for the image of Toronto as a place to raise a good family,25-34,Male,M6M
Opposed,Strongly Opposed,F,"Biloxi, Mississippi opened casinos, and now they have pawn shops on every corner, so please can get money to play at casinos the poor can not afford to play but do and get into debt ",,,
Favour,Somewhat in Favour,F,Could be a great tourist draw Could revitalize boring areas like the EX. ,45-54,Male,
Opposed,Strongly Opposed,T,Casino's take away from local businesses. Crime rates will increase. The jobs that will be offered at a Casino (which will be a selling point) are low paying.,35-44,Female,M4E
Favour,Strongly in Favour,F,INCREASED BUSINESS IN THE AREA TOURIST ATTRACTION ,15-24,Female,L5E
Favour,Strongly in Favour,F,employment tax revenue ,,,
Opposed,Strongly Opposed,T,Crime Strain on transit system that is already over capacity It will hurt local businesses,25-34,Male,M6J
Opposed,Strongly Opposed,F,"for starters, I prefer to gamble outside the city in the city, it will attract undesirable situations to the area we have TOO MUCH traffic congestion and don't need more",,,
Opposed,Strongly Opposed,F,Do not want Toronto to be home to a Casino and destroy Niagara Falls. Destroying the Horse Racing Industry which already pumps billions into the economy thru employment and investments How does it help Socialize our young.,,,
Favour,Somewhat in Favour,F,concerns about too many people becoming addicted &/or people losing family savings  ,55-64,Male,m9n
Opposed,Somewhat Opposed,F,"Concerns about crime levels rising (and policing costs/resources associated with this) Strongly believe it would primarily benefit the casino owners economically, not the city Concerns about addiction (affects individuals, families, social support resources, and potential for increase in crimes stemming from addiction)",45-54,Female,
Opposed,Strongly Opposed,T,"I am concerned that social costs will exceed government revenues, or that those revenues will not be fully applied social costs There seems to already be an adequate existing supply of gambling opportunities in southern Ontario already, not to mention online gambling, and those who want an exotic experience already go to Las Vegas, the Bahamas, etc.; destinations with which Toronto can never compete I am concerned that the most frequent and prolific gamblers are those who can ill afford to gamble.",25-34,Male,M9B
Favour,Strongly in Favour,F,employment entertainment ,65 or older,Male,
Favour,Somewhat in Favour,F,"Many cities have casino facilities which are highly successful and can add a positive vibe to the overall city. However, I think it essential that the location of the casino be carefully considered.  ",,,
Favour,Strongly in Favour,F,  ,45-54,Male,M5C
Favour,Strongly in Favour,F,AMAZING AMAZING AMAZING,25-34,Male,L4J
Favour,Somewhat in Favour,F,increased tax revenue  ,35-44,Male,m5m
Neutral,Neutral or Mixed Feelings,F,  ,,,
Opposed,Strongly Opposed,T,bad for the cities image. casinos depend on gambling additcions - bad for city distraction for tourists to waste their time and money in a city that has more to offer and independant business that deserve the support.,25-34,Male,m6c
Opposed,Somewhat Opposed,F,"extensive literature on casino's negative social impacts on other host Cities land use impacts, including traffic insufficient financial return to the City",25-34,Male,M5G
Favour,Somewhat in Favour,F,"Many cities have casino facilities which are highly successful and can add a positive vibe to the overall city. However, I think it essential that the location of the casino be carefully considered.  ",,,
Opposed,Strongly Opposed,F,"Casinos cause social problems. Casinos are basically a tax on people who can't do basic statistics/combinatoric mathematics. Casino revenue is not enough to offset the increased cost of social programs, cops, mental health spending, etc.",25-34,Male,m5a
Opposed,Strongly Opposed,F,"This kind of activity is encouraging addictive behavior from over drinking, drugging, use of prostitutions that goes along with gamnoling. I want my city to promote health not illness. The kinds of entertainment appeal to the lowest common demoninator at casinos and this will bring in more commercial art, and discourage higher and more thoughtful forms of music, dance, theatre and visual arts and the local artists that produce this. ",45-54,Female,M4S
Opposed,Strongly Opposed,T,preying on a compulsive disorder taking advantage of poor people stacking the tables against the public,65 or older,Male,m5n
Opposed,Somewhat Opposed,F,"I don't think they are job creators; profit goes elsewhere Problems created by addiction to gambling Based on my own observations, hideously ugly and boring on inside; look like locked fortresses from outside",Prefer not to disclose,Female,M5J
Opposed,Strongly Opposed,T,Evidence based study by Toronto's Medical Officer of Health. Prior statement by Police Chiefs across Canada citing increases in various crimes. Governments' traditional role of raising taxes undermined by citizen addiction to games of chance.,45-54,Male,M5P
Opposed,Strongly Opposed,F,Gambling is an addition an easy access can only create more gambling problems Gambling additions COULD result in higher crime. ,,,
Favour,Strongly in Favour,F,Boost to tourism Boost to city finances Major investment in the city,25-34,Male,M5J
Favour,Strongly in Favour,F,It would be very Convenient It would bring in a lot more business to the area ,25-34,Male,m4v
Favour,Strongly in Favour,F,"bring in money to the city tourism world class cities have world class entertainment venues, that would be one",25-34,Male,l4c
Opposed,Strongly Opposed,T,Gambling hurts families and neighbourhoods A casino in TO will hurt Niagara and Barrie TO would be more of a world class city with a focus on the arts,45-54,Female,M4L
Opposed,Strongly Opposed,T,"Enough Casinos exist for this ultimate time wasting activity Costs to city will be far higher than projected, revenues will be none existent Will lead to more powerful gangs in the city",65 or older,Male,M1E
Opposed,Somewhat Opposed,F,An urban casino will cause negative impact on local small businesses and create urban decay An urban casino will create detrimental traffic without an efficient cross-town downtown transit strategy I do not believe a casino will generate enough money to rationalize its implementation as a steady revenue source,25-34,Male,M6R
Favour,Strongly in Favour,F,"I think people have a right to spend thier money however they see fit I believe in a free market economy I don't believe our elected officials need to ""protect us from ourselves""",25-34,Male,M4J
Favour,Strongly in Favour,F,"TO is a second class city Casino will add little more value to the city. Casino will come with other establishments(Hotel, Congress Center, Entertainment and Shopping Complex etc.) ",35-44,Male,m4x
Opposed,Strongly Opposed,T,Bad image for the city. The return is only economic. Casinos bring vices to the city.,35-44,Male,M4X
Opposed,Strongly Opposed,F,  ,15-24,Female,m2h
Favour,Strongly in Favour,F,Driving to Niagra or Rama for Table Gaming is a hassle Revitilization of the waterfront with casino-owner-subsidized park land ,,,
Favour,Strongly in Favour,F,A casino will increase tourism to the city A casino will employ Torontonians A casino will increase tax revenue to a cash-strapped city,15-24,Male,M9B
Neutral,Neutral or Mixed Feelings,F,Casinos are of little economic benifit to a city which already has such a vibrate and diverse nightlife. Toronto should not try to be the Atlantic city of Cananda  ,,,
Opposed,Strongly Opposed,T,"Gambling creates social problems The downtown area can not support thew extra traffic The waterfront should be used as parks for the people of the city, not cash cows for casinos",35-44,Male,M6K
Favour,Strongly in Favour,F,Toronto is a cosmopolitan city and this would help its image in the world More tourism More entertainment,65 or older,Female,
Opposed,Strongly Opposed,T,"High social costs of having a casino in Toronto. There are other municipalities in other regions of the province that could better benefit from the tourism draw. Waste of land, use the land for housing and levy property taxes instead of deferring the property/business tax to incentivize casino development",25-34,Male,m5a
Opposed,Strongly Opposed,F,Money better spent elsewhere Crime Overall loss of income,25-34,Male,L6P
Opposed,Strongly Opposed,T,"The financial benefits are temporary, the building development, staffing, early popularity, but then the benefits level off It appeals to those regulars who are addictive driven hoping for a  big win more then those who may  try it occasionally for a lark It has a tendancy to bring in a criminal element, denied by those that favour it but in other places where there have and are casinos, recognized by the neighbourhood surrounding the centre.",65 or older,Female,M4S
Opposed,Somewhat Opposed,F,"Unless the host city is a ""gaming town"", these casinos become black holes in a city Casino does not add to liveability factor of a city Does Montreal's casino add anything to their image? At least it is not in the middle of it all.",35-44,Male,M6H
Opposed,Strongly Opposed,T,Casinos main profit comes from impoverishing those with gambling problems I don't want a casino in my backyard (NIMBY) I don't want all the spillover of prostitution etc. that comes with a casino,25-34,Female,M4J
Favour,Somewhat in Favour,F,"Many cities have casino facilities which are highly successful and can add a positive vibe to the overall city. However, I think it essential that the location of the casino be carefully considered.  ",,,
Favour,Strongly in Favour,F,Jobs The city has had no new attractions for years. It would be another plus for tourists and conventions. Some areas of downtown badly in need of a facelift.,65 or older,Female,M6S
Favour,Strongly in Favour,F,Hoping to bring major sporting and concert events and special events with celebrities with a new casino in Toronto. sporting events such as boxing and UFC I believe would bring lots of money to Toronto with a new casino. Music concerts from all over the world I believe would also bring lots of money and interest to Toronto with a new casino.,35-44,Male,M5V
Opposed,Strongly Opposed,T,"Casinos, and gambling generally, by offering false hope, prey on people who cannot afford to gamble. Some people become addicted to gambling to the extent that it destroys their financial and personal lives. Casinos destroy other local tourist attractions and degrade the neighbourhoods in which they are situated.",Prefer not to disclose,Male,M4S
Favour,Somewhat in Favour,F,"Many cities have casino facilities which are highly successful and can add a positive vibe to the overall city. However, I think it essential that the location of the casino be carefully considered. Must be accessible to other city highlights ",,,
Favour,Strongly in Favour,F,Benefit Toronto Economy  ,25-34,Male,M4P
Opposed,Strongly Opposed,T,"Reverse taxation - encourages gambling by those who can least afford it Another way to tax the poor - especially seniors. Promotes gambling addiction, takes money from families and seniors that increases our social costs - net loss.",,,
Favour,Strongly in Favour,F,Fun tourism gambling,15-24,Male,m6k
Opposed,Strongly Opposed,T,Lacks strategic vision for a great city Plethora of social issues Crime,45-54,Male,M4G
Opposed,Strongly Opposed,F,type of business - cassinos survive by exploring weakness and addictions of the people...  ,35-44,Female,M5S
Favour,Strongly in Favour,F,It privudes jobs and entertainment  ,Prefer not to disclose,Female,m1e
Opposed,Strongly Opposed,T,"A casino would have dreadful social consequences for the city of Toronto A casino would be be huge burden on Toronto and Ontario taxpayers, who would bear all of the huge costs of infrastructure (e.g. roads, sewers, water supply etc), law enforcement (policing, courts), and the enormous social costs (e.g. the consequences of increased gambling addiction). These costs would not be balanced by the any tax revenues a casino might generate. A casino would take up a large amount of land that would be better used for other purposes.",45-54,Male,M6S
Favour,Strongly in Favour,F,Increased local revenue A chance to redevelop a promising location on someone else's dime ,25-34,Male,M1R
Opposed,Strongly Opposed,T,As a form of entertainment or tourist atraction we should promote cultural events and venues  ,35-44,Female,M6H
Opposed,Strongly Opposed,T,A casino would be bad for the local economy A casino would only bring short term gain for Toronto A casino would not benefit the local community,55-64,Female,M5S
Favour,Strongly in Favour,F,revenue for the city increased tourism incresed jobs,65 or older,Male,M5M
Neutral,Neutral or Mixed Feelings,F,Don't care as long as my taxes don't go up Don't care as long as it's not in my area of town ,,,
Opposed,Strongly Opposed,F,"Most of the public cash benefits accrue to the Province OLGC is used to provide funding for public goods by, in effect taxing the poor, in lieu of of increasing property taxes on all ",,,
Opposed,Strongly Opposed,T,"it encourages homelessness, and crime it would take away tourism from Niagara Falls and Orillia, which have nothing else going on Encourages gaming addiction, Toronto should have a higher standard for culture",25-34,Female,m5v
Opposed,Strongly Opposed,T,"encourages gambling addiction degrades neighbourhoods, as in Windsor and Niagrar Falls detracts from money otherwise spent in local businesses",Prefer not to disclose,Female,M9N
Opposed,Strongly Opposed,T,"Transfers funds from those who can least afford it to wealthy, out of country owners.  Has detrimental affect on local buisness It has been well documented that the proximity and availability of casinos is associated  with poverty, addiction, and crime Casinos cause congestion and interfere with the lives of residents who live and work in the neighbourhood",Prefer not to disclose,Male,m4g
Opposed,Strongly Opposed,T,Likely will encourage drug use and bring crime to the area  ,65 or older,Female,M4J
Neutral,Neutral or Mixed Feelings,F,"I think mainly poor people use this type of entertainment, a kind of tax for poor people. Gambling for those who have a problem with it, is horrible for families. ",35-44,Female,m6n
Opposed,Strongly Opposed,T,"Toronto needs to develope it's image as a classy, hip, and beautiful city. Casino's are tacky and hideous! Look at Niagara Falls, Toronto doesn't want to have this type of image. Casinos are a depressing place to be. Just spend 4-6 hours in one and watch the surrounding people.",25-34,Female,M4M
Opposed,Strongly Opposed,T,Casinos attract a brand of tourist Toronto is unused to and does not desire The presence of a casino may increase the number of Torontonians crippled by debt ,25-34,Male,M4A
Neutral,Neutral or Mixed Feelings,F,  ,,,
Opposed,Strongly Opposed,T,"The only party who will benefit from a casino are the owners. There is a strong possibility that a casino will attract a criminal element. Other businesses in the entertainment industry will suffer, since the casino will draw customers from other forms of entertainment.",Prefer not to disclose,Female,M4Y
Opposed,Somewhat Opposed,T,  ,15-24,Male,M5P
Opposed,Strongly Opposed,F,Not sufficient roads or transit for any of the options Negative affect on other local businesses. Money spent at the casino not available for TO retailers. Cash grab by multi national gaming companies but we get stuck paying the increased social costs.,45-54,Male,M6G
Opposed,Strongly Opposed,T,Encouraging an addiction is never a good thing or do you think it is??? If you think that you will have any control over what happens when the Americans take over. Then think again. They are already demanding and probably will get a large portion of the money.,55-64,Female,M4V
Opposed,Strongly Opposed,T,Destroying horse racing Casinos destroy cities Casinos destroy people,25-34,Male,M4l
Favour,Strongly in Favour,F,It will make Toronto a greater destination for tourists Will bring shows and restaurants to the new venue Bring in new revenue for Toronto and OLG,25-34,Male,m5a
Opposed,Strongly Opposed,T,We don't need one it attracts a shady crowd there are other more worthy projects before council,35-44,Male,m6h
Favour,Strongly in Favour,F,Revenue for the city Increased tourism Entertainment venue,25-34,Male,M5a
Opposed,Strongly Opposed,T,It destroys families because gamblers end up losing money It makes people in debt or create financial problems for people who go gambling Do not encourage gambling,25-34,Female,L6C
Opposed,Strongly Opposed,F,"The downtown core needs vitalizing and green space to project a modern look to the city. It could attract an undesirable element to the city as has happened in other cities with casinos, including more guns and violence. It will attract people who can't afford to lose money gambling.",45-54,Female,M3C
Favour,Somewhat in Favour,F,job creation tourism freedom,45-54,Male,M4J
Favour,Strongly in Favour,F,"Most people like to go to a city, Province or state where there is a Casino within 1/2hr of travel from their accomodation A lot of the Conferences being slated usually take into account cities that have Sports, Casinos and Art/Plays/Museum Toronto has easy access to transportation.",65 or older,Male,M5E
Opposed,Strongly Opposed,T,Does not support small business Unhealthy and anti social Toooo big,55-64,Male,M4k
Favour,Somewhat in Favour,F,"Many cities have casino facilities which are highly successful and can add a positive vibe to the overall city. However, I think it essential that the location of the casino be carefully considered. Must be accessible to other city highlights Must have enough exterior space to provide exterior interest as well (ie., parkland, sculptures, gardens, water features, etc.)",,,
Opposed,Strongly Opposed,T,Public health Bad effect on economy We're a major city - or supposed to be one.  We don't need this!,65 or older,Female,M5S
Opposed,Strongly Opposed,T,Encourages more gambling in the society One of my family member has gambling problems. This will only make the situation worse for him and others like him. Lead to prostitution,15-24,Female,M3N
Favour,Strongly in Favour,F,Bring much needed revenue Allow us to compete better globally and locally for tourists Revitalize the downtown core/waterfront,25-34,Male,M4M
Favour,Somewhat in Favour,F,Tourism dollars  ,35-44,Male,M4G
Opposed,Strongly Opposed,T,"exacerbates social problems high concentration of individuals with mental illness, criminality, and poverty live in Toronto urban planning should be based on the enhancement of liveability within the city and should benefit the most people",15-24,Male,M4J
Opposed,Strongly Opposed,T,They casinos they have now loose money Leave it at racetracks Will ruin downtown,35-44,Male,N4x
Opposed,Strongly Opposed,T,"Casinos can create or make worse gambling addictions which can ruin lives and families (e.g. severe debt, bankruptcy, divorce, suicide, etc.) Casinos take advantage of the poor and middle-class while lining the pockets of the already-wealthy owners. I see no public benefit whatsoever.  I would rather see just about anything else be built in Toronto.",35-44,Female,M6C
Favour,Somewhat in Favour,F,"Will hopefully lead to improved downtown funding for transit Could be an economic boom, especially since many major cities have casinos ",25-34,Male,M5B
Neutral,Neutral or Mixed Feelings,F,Not enough information publicized Potential increase of gambling addiction problems in the city Potential increase of revenue for the city,15-24,Male,M5G
Opposed,Strongly Opposed,F,Revenue loss of Exploitation of people with gambling addictions Increased traffic congestion,,,
Opposed,Strongly Opposed,T,"Casinos are terrible for the health of the public Casinos are a wasted use of valuable urban land - could be used for so many better things, such as housing, employment, institutional uses, public open space.  The quality of employment (other than construction) opportunities is low. Casinos are not good for economic development and urban vitality.",35-44,Female,M6H
Opposed,Strongly Opposed,T,Social repercussions. Hardship to families. Promotes an element of crime.,65 or older,Male,L0G
Opposed,Strongly Opposed,T,Potentially wrecking the neighborhood it�s in and further alienating residents Woodbine slots already exists. Gentrification,25-34,Male,m6h
Opposed,Strongly Opposed,F,gambling is a tax on the poor and does little to improve the lives of the residents  ,45-54,Male,m5r
Opposed,Strongly Opposed,T,Casinos are internally focused and contribute nothing to surrounding area Casinos require massive parking Casinos lead to problem gambling and criminal behaviour.,Prefer not to disclose,Female,M5w
Opposed,Somewhat Opposed,F,"I think a casino may create more problems (health, traffic, crime) than Toronto needs and cost more than predicted  ",45-54,Male,M8G
Neutral,Neutral or Mixed Feelings,F,more mental health centres will be needed due to addiction will attract alcoholics and increase crime in the area on the other hand it will be a decent attraction and make revenue for the city,,,
Opposed,Somewhat Opposed,F,money spent on other forms of entertainment in the city will be diverted to gambling  ,,,
Favour,Strongly in Favour,F,Will give Toronto an attraction that is sorely needed. Jobs Keep the gambling money in Toronto that now goes elsewhere,55-64,Male,M4Y
Favour,Strongly in Favour,F,Financial-Taxes gained for the city Entertainment-People should have this as a choice in a Major city ,45-54,Male,
Opposed,Strongly Opposed,F,"A casino would threaten the quality of life in Toronto.  The whole area in which it might be located would be significantly changed. Toronto has major problems with traffic already.  To add many more cars to an area, particularly near the lakeshore or downtown, would create enormous traffic and parking problems. ",,,
Opposed,Strongly Opposed,T,"This is obviously a cash grab for Ford and his cronies, everyone knows casinos are a trashy black hole of lower-middle-class funds. People can take a short trip to Vegas-North (Niagra Falls) if they want to gamble, or up to Woodbine. The waterfront needs to be built into a healthy community, not a club district or trashy spectacle.",25-34,Male,m4e
Opposed,Strongly Opposed,T,already have enough with the program they had with the racetracks - should leave that alone job losses in the thousands Communties are becoming to dependant upon this type of revenue,45-54,Female,n3b
Opposed,Strongly Opposed,F,Attracts people who do not appreciate how great Toronto is Gambling and gambling addiction are serious social issues Connections with organized crime,65 or older,Female,M6c
Opposed,Strongly Opposed,T,"Wrecks retail, hospitality outlets in nearby neighbourhoods; & traffic already in gridlock near major sports and entertainment venues. Always draws criminal element and preys upon problem gamblers for sustained profitability - so service costs outweigh any revenues Revenues to the City overstated; most goes to the Province for redistribution elsewhere.",65 or older,Female,M4E
Opposed,Strongly Opposed,T,"As various studies have shown casinos are destructive both socially and economically. Since gambling is addictive to too many in society, the last thing we need is encouragement for such addiction ",,,
Favour,Strongly in Favour,F,employment revnue for cash strapped city tourist attraction,55-64,Male,
Opposed,Strongly Opposed,T,can be addicting can lead to increased crime can lead to family tensions,15-24,Female,m2n
Opposed,Somewhat Opposed,T,profiting off problem addiction gamblers drunk people everywhere really wont add anythign to jobs as everyone will be minumum wage workers,15-24,Male,m4c
Favour,Somewhat in Favour,F,"Many cities have casino facilities which are highly successful and can add a positive vibe to the overall city. However, I think it essential that the location of the casino be carefully considered. Must be accessible to other city highlights Must have enough exterior space to provide exterior interest as well (ie., parkland, sculptures, gardens, water features, etc.)",65 or older,Female,M5J
Opposed,Strongly Opposed,F,It wouldn't necessarily add to the cultural landscape of the city It feels like a quick fix to our budget issues There are enough casinos around Toronto that we don't need one in the city,25-34,Male,M4L
Opposed,Strongly Opposed,T,"Crime theft, drugs, prostitution, property damage, assult Entertainment for only a paticular patron, not something for everyone or every adult Other casinos are close enough for gamblers",45-54,Prefer not to disclose,m8v
Opposed,Strongly Opposed,T,"A casino would threaten the quality of life in Toronto.  The whole area in which it might be located would be significantly changed. Toronto has major problems with traffic already.  To add many more cars to an area, particularly near the lakeshore or downtown, would create enormous traffic and parking problems. At a time of financial problems, with many finding difficulty in making ends meet, the temptations of gambling for some, are dangerous and potentially ruinous.",Prefer not to disclose,Female,M4X
Neutral,Neutral or Mixed Feelings,F,Greater prevalence of gambling can lead to higher rates of addiction.  ,25-34,Male,M6H
Favour,Strongly in Favour,T,Revenue loss for existing businesses Exploitation of people with gambling addictions Increased traffic congestion,35-44,Male,
Opposed,Strongly Opposed,F,Casinos do not bring money into local businesses. Casinos promote gambling addiction. ,,,
Favour,Strongly in Favour,F,Money Money Money,25-34,Male,m5v
Opposed,Strongly Opposed,F,Gambling is addictive and destroyed many families by one members gaming Gambling is a costly and stupid past time.  I just don't get the appeal I think it downgrades a city.  Why not promote literacy and the arts to represent our world class city?,45-54,Prefer not to disclose,L1N
